rowNumber," name"," position"," height"," foot"
1406," Juanfran"," M"," 181"," Right"
1407," Bustos"," M"," 175"," Right"
1408," Míchel"," M"," 174"," Left"
1409," Díaz de Cerio"," A"," 178"," Right"
1410," Andrey Dikan"," GK"," 192"," Right"
1411," Álvaro Rubio"," M"," 178"," Right"
1412," Ustaritz"," D"," 183"," Right"
1413," Goiria"," A"," 182"," Right"
1414," Lafuente"," A"," 167"," Right"
1415," Iván Cuéllar"," GK"," 187"," Left"
1416," Manu Del Moral"," A"," 185"," Right"
1417," Gabi"," M"," 179"," Right"
1418," Ariel Ibagaza"," M"," 166"," Right"
1419," Javier Pinola"," D"," 180"," Left"
1420," Carlos Cuéllar"," D"," 190"," Right"
1421," Unai Expósito"," D"," 176"," Right"
1422," Miguel Flaño"," D"," 177"," Right"
1423," Cristian"," A"," 171"," Right"
1424," Peña"," D"," 181"," Left"
1425," Rubén"," GK"," 187"," Right"
1426," Rodri"," D"," 185"," Right"
1427," Verdú"," M"," 176"," Right"
1428," Diego Castro"," A"," 174"," Right"
1429," Gavilán"," M"," 179"," Left"
1430," Pavel Pogrebnyak"," A"," 188"," Left"
1431," Alexey Ivanov"," M"," 178"," Right"
1432," Vitaliy Kaleshin"," M"," 173"," Left"
1433," Denis Kovba"," M"," 188"," Right"
1434," Petr Nemov"," M"," 180"," Right"
1435," Andrey Tikhonov"," M"," 178"," Right"
1436," Diniyar Bilyaletdinov"," M"," 185"," Left"
1437," Júlio César"," A"," 177"," Left"
1438," Marat Izmailov"," M"," 172"," Right"
1439," Dmitriy Loskov"," M"," 178"," Right"
1440," Roman Sharonov"," D"," 184"," Left"
1441," Sergey Pareiko"," GK"," 193"," Right"
1442," Stephen Pearson"," M"," 185"," Left"
1443," Roman Adamov"," A"," 187"," Right"
1444," Vladimir Gabulov"," GK"," 190"," Right"
1445," Roman Pavlyuchenko"," A"," 188"," Right"
1446," Szabolcs Sáfár"," GK"," 189"," Right"
1447," Alexandr Samedov"," M"," 177"," Right"
1448," Alexandr Sheshukov"," M"," 180"," Right"
1449," Dmitriy Torbinskiy"," M"," 175"," Left"
1450," Petr Bystrov"," M"," 180"," Left"
1451," Alexey Medvedev"," A"," 178"," Right"
1452," Samir Muratović"," A"," 185"," Right"
1453," Sergey Ryzhikov"," GK"," 194"," Right"
1454," Dmitriy Borodin"," GK"," 188"," Right"
1455," Igor Lebedenko"," A"," 182"," Right"
1456," Igor Semshov"," M"," 170"," Right"
1457," Konstantin Zyryanov"," M"," 176"," Right"
1458," Héctor Bracamonte"," A"," 190"," Right"
1459," Ruslan Adzhindzhal"," M"," 168"," Right"
1460," Denis Kolodin"," D"," 186"," Right"
1461," Andrei Arshavin"," A"," 172"," Right"
1462," Vladimir Bystrov"," M"," 177"," Right"
1463," Igor Denisov"," M"," 176"," Right"
1464," Alexey Igonin"," M"," 181"," Right"
1465," Vyacheslav Malafeev"," GK"," 185"," Right"
1466," Shamil Lakhiyalov"," M"," 175"," Right"
1467," Sebastian Schindzielorz"," M"," 180"," Right"
1468," Ciprian Marica"," A"," 185"," Right"
1469," Jon McKain"," D"," 186"," Right"
1470," Vasili Khamutowski"," GK"," 193"," Right"
1471," George Ogararu"," D"," 178"," Right"
1472," Igor Akinfeev"," GK"," 185"," Right"
1473," Vasiliy Berezutskiy"," D"," 189"," Right"
1474," Alexey Berezutskiy"," D"," 190"," Left"
1475," Ruslan Nakhushev"," D"," 185"," Left"
1476," Ivica Olić"," A"," 182"," Left"
1477," Elvir Rahimić"," M"," 191"," Right"
1478," Sergey Semak"," M"," 178"," Right"
1479," Deividas Semberas"," M"," 187"," Right"
1480," Oleg Kuzmin"," D"," 175"," Right"
1481," Dmitry Bulykin"," A"," 193"," Right"
1482," Alexandr Anyukov"," D"," 178"," Right"
1483," Anton Bober"," M"," 182"," Right"
1484," Raúl Meireles"," M"," 179"," Right"
1485," Renat Yanbaev"," D"," 178"," Right"
1486," Ivan Cherenchikov"," D"," 187"," Right"
1487," Liedson"," A"," 174"," Right"
1488," Andrei Cristea"," A"," 179"," Right"
1489," Dimitar Makriev"," A"," 191"," Right"
1490," Adrian Sikora"," A"," 170"," Right"
1491," Sebastian Mila"," M"," 178"," Left"
1492," Andrzej Niedzielan"," A"," 180"," Left"
1493," Sebastian Przyrowski"," GK"," 193"," Right"
1494," Radosław Sobolewski"," M"," 182"," Right"
1495," Grzegorz Fonfara"," D"," 176"," Right"
1496," Rafał Grzelak"," M"," 176"," Left"
1497," Łukasz Madej"," M"," 176"," Right"
1498," Bartosz Ślusarski"," A"," 186"," Right"
1499," Błażej Telichowski"," D"," 187"," Left"
1500," Wojciech Grzyb"," M"," 175"," Right"
1501," Dariusz Kłus"," M"," 187"," Left"
1502," Paweł Kieszek"," GK"," 187"," Right"
1503," Patryk Rachwał"," M"," 176"," Right"
1504," Ireneusz Jeleń"," A"," 184"," Right"
1505," Sławomir Peszko"," M"," 173"," Right"
1506," Marcin Wasilewski"," D"," 186"," Right"
1507," Adrian Mrowiec"," M"," 190"," Right"
1508," Danny Koevermans"," A"," 191"," Right"
1509," Evgeniy Levchenko"," M"," 187"," Left"
1510," David Mendes da Silva"," M"," 186"," Right"
1511," Brian Vandenbussche"," GK"," 196"," Left"
1512," Davy De Fauw"," D"," 186"," Right"
1513," Tom Høgli"," D"," 175"," Right"
1514," Ali Al-Habsi"," GK"," 194"," Right"
1515," Espen Ruud"," D"," 184"," Right"
1516," Seyi Olofinjana"," M"," 193"," Right"
1517," Luisão"," D"," 192"," Right"
1518," João Pereira"," D"," 172"," Right"
1519," Henning Hauger"," M"," 179"," Right"
1520," Raio Piiroja"," D"," 190"," Right"
1521," Kjetil Wæhler"," D"," 183"," Right"
1522," Jarosław Bieniuk"," D"," 192"," Right"
1523," Dariusz Dudka"," M"," 182"," Right"
1524," Szymon Sawala"," M"," 184"," Right"
1525," Marek Zieńczuk"," M"," 183"," Left"
1526," Klaas Jan Huntelaar"," A"," 186"," Right"
1527," Marcel Meeuwis"," M"," 172"," Left"
1528," Darl Douglas"," A"," 172"," Right"
1529," Tim Gilissen"," M"," 175"," Left"
1530," Mark Looms"," D"," 192"," Left"
1531," Yuri Rose"," M"," 187"," Right"
1532," Brian van Loo"," GK"," 198"," Left"
1533," Paul Verhaegh"," D"," 178"," Right"
1534," Ruben Schaken"," A"," 172"," Right"
1535," Paul Beekmans"," M"," 190"," Left"
1536," Berry Powel"," A"," 185"," Right"
1537," Koen van de Laak"," M"," 182"," Right"
1538," Erik Heijblok"," GK"," 196"," Right"
1539," Sergio van Dijk"," A"," 185"," Left"
1540," Cristian Molinaro"," D"," 182"," Left"
1541," Samuele Olivi"," D"," 183"," Right"
1542," Armando Perna"," D"," 184"," Right"
1543," Albano Bizzarri"," GK"," 188"," Right"
1544," Gianluca Comotto"," D"," 181"," Right"
1545," Reginaldo"," A"," 175"," Right"
1546," Jeda"," A"," 176"," Right"
1547," Nicolás Córdova"," M"," 175"," Right"
1548," Gennaro Delvecchio"," M"," 191"," Right"
1549," Guglielmo Stendardo"," D"," 190"," Right"
1550," Paul Codrea"," M"," 174"," Right"
1551," Juan Pablo Ángel"," A"," 184"," Right"
1552," Marco Biagianti"," M"," 180"," Right"
1553," Luis Helguera"," M"," 181"," Right"
1554," Christian Maggio"," M"," 184"," Right"
1555," Francesco Magnanelli"," M"," 177"," Right"
1556," Massimiliano Scaglia"," D"," 183"," Left"
1557," Andrea Soncin"," A"," 174"," Right"
1558," Angelo Iorio"," D"," 180"," Right"
1559," Giuseppe Mascara"," A"," 175"," Right"
1560," Marco Rossi"," M"," 179"," Right"
1561," Emanuele Calaió"," A"," 179"," Left"
1562," Taddei"," M"," 177"," Right"
1563," Massimo Loviso"," M"," 177"," Right"
1564," Abderrazzak Jadid"," M"," 175"," Right"
1565," Matuzalém"," M"," 175"," Left"
1566," Antonio Buscè"," M"," 182"," Right"
1567," Alex Cordaz"," GK"," 188"," Left"
1568," Isah Abdulahi Eliakwu"," A"," 172"," Right"
1569," Luciano"," M"," 181"," Right"
1570," Alessandro Potenza"," D"," 185"," Right"
1571," Carl Valeri"," M"," 176"," Right"
1572," Francesco Scardina"," D"," 180"," Left"
1573," Valeri Bojinov"," A"," 180"," Left"
1574," Antonio Rosati"," GK"," 195"," Right"
1575," John Pantsil"," D"," 178"," Right"
1576," Gil Vermouth"," M"," 180"," Right"
1577," Daniele Corvia"," A"," 183"," Right"
1578," Amauri"," A"," 186"," Right"
1579," Marcos de Paula"," A"," 185"," Right"
1580," Sergio Pellissier"," A"," 175"," Right"
1581," Paolo Sammarco"," M"," 181"," Right"
1582," Simone Dallamano"," D"," 180"," Left"
1583," Alfonso De Lucia"," GK"," 186"," Right"
1584," Sasa Bjelanovic"," A"," 188"," Right"
1585," Guly"," M"," 189"," Right"
1586," Günter Friesenbichler"," A"," 193"," Right"
1587," Matthew Gregg"," GK"," 190"," Right"
1588," Colin Hawkins"," D"," 185"," Right"
1589," Jason McGuinness"," D"," 189"," Right"
1590," Ken Oman"," D"," 191"," Right"
1591," Alan Bennett"," D"," 187"," Right"
1592," Kevin Doyle"," A"," 182"," Right"
1593," Dan Murray"," D"," 192"," Right"
1594," Kevin Deery"," M"," 181"," Right"
1595," Eddie McCallion"," D"," 170"," Right"
1596," Mark McChrystal"," D"," 183"," Left"
1597," Gareth McGlynn"," A"," 176"," Right"
1598," Danny O'Connor"," M"," 188"," Right"
1599," Gary Rogers"," GK"," 191"," Right"
1600," Patrick Sullivan"," D"," 177"," Right"
1601," Alan Kirby"," M"," 172"," Right"
1602," Mark O'Brien"," M"," 177"," Right"
1603," Chris Bennion"," GK"," 188"," Right"
1604," Jason Byrne"," A"," 181"," Right"
1605," Ollie Cahill"," M"," 178"," Left"
1606," Owen Heary"," D"," 178"," Right"
1607," Wesley Hoolahan"," M"," 168"," Left"
1608," Keith Fahey"," M"," 178"," Right"
1609," David Mulcahy"," M"," 182"," Right"
1610," Daryl Murphy"," A"," 189"," Left"
1611," Gary O'Neill"," A"," 174"," Right"
1612," Shlomi Arbitman"," A"," 185"," Left"
1613," Dekel Keinan"," D"," 185"," Right"
1614," Konstantinos Katsouranis"," M"," 183"," Right"
1615," Nikos Liberopoulos"," A"," 186"," Right"
1616," Avraam Papadopoulos"," D"," 188"," Right"
1617," Panagiotis Lagos"," M"," 182"," Left"
1618," Marcin Mięciel"," A"," 186"," Right"
1619," Miroslaw Sznaucner"," D"," 174"," Right"
1620," Theofanis Gekas"," A"," 179"," Right"
1621," Iosif Daskalakis"," GK"," 187"," Right"
1622," Roei Dayan"," A"," 185"," Right"
1623," Dimitrios Papadopoulos"," A"," 177"," Right"
1624," Alexandros Tzorvas"," GK"," 188"," Right"
1625," Jaroslav Drobný"," GK"," 192"," Right"
1626," Grigoris Makos"," M"," 183"," Right"
1627," Dimitris Salpingidis"," M"," 172"," Right"
1628," Thomas Paulus"," D"," 191"," Right"
1629," David Solga"," M"," 184"," Right"
1630," Tamás Hajnal"," M"," 168"," Right"
1631," Christian Pander"," D"," 186"," Left"
1632," Charles Takyi"," M"," 177"," Right"
1633," René Klingbeil"," D"," 180"," Right"
1634," Benedikt Pliquett"," GK"," 199"," Right"
1635," Heiko Butscher"," D"," 189"," Left"
1636," Marco Caligiuri"," M"," 180"," Right"
1637," Mario Gomez"," A"," 189"," Right"
1638," Florian Lechner"," D"," 178"," Right"
1639," Gerrit Müller"," M"," 172"," Right"
1640," Thierry Debès"," GK"," 185"," Right"
1641," Eddy Viator"," D"," 180"," Right"
1642," Benoît Lesoimier"," M"," 171"," Right"
1643," Vincent Planté"," GK"," 190"," Right"
1644," Ronald Zubar"," D"," 186"," Right"
1645," Florian Fromlowitz"," GK"," 185"," Right"
1646," Dominick Kumbela"," A"," 173"," Right"
1647," Andreas Schäfer"," D"," 178"," Left"
1648," Marcel Ndjeng"," M"," 179"," Right"
1649," Lukas Podolski"," A"," 182"," Left"
1650," Paolo Guerrero"," A"," 184"," Right"
1651," Leonhard Haas"," M"," 182"," Left"
1652," Patrick Ochs"," M"," 179"," Right"
1653," Markus Brzenska"," D"," 196"," Right"
1654," Patrick Kohlmann"," D"," 182"," Left"
1655," Branko Bošković"," M"," 185"," Left"
1656," Fabrice Do Marcolino"," A"," 184"," Right"
1657," Henri Bedimo Nsamé"," D"," 180"," Left"
1658," Jonathan Brison"," M"," 179"," Left"
1659," Jean-François Rivière"," A"," 178"," Right"
1660," Malik Couturier"," D"," 185"," Left"
1661," Christophe Jallet"," D"," 178"," Right"
1662," Jérémy Perbet"," A"," 184"," Right"
1663," Fabrice Levrat"," M"," 173"," Right"
1664," Gilles Yapi Yapo"," M"," 171"," Right"
1665," Rio Antonio Mavuba"," M"," 172"," Right"
1666," Sékou Baradji"," M"," 185"," Left"
1667," Jérôme Lafourcade"," A"," 184"," Right"
1668," Jean-Paul Kalala"," M"," 178"," Left"
1669," Jérémy Berthod"," D"," 180"," Left"
1670," Gaël Genevier"," M"," 175"," Right"
1671," Romain Sartre"," D"," 185"," Right"
1672," Ian Dunbavin"," GK"," 188"," Right"
1673," Joe Hart"," GK"," 196"," Right"
1674," Ryan Lowe"," A"," 180"," Right"
1675," Luke Rodgers"," A"," 173"," Right"
1676," DJ Campbell"," A"," 178"," Right"
1677," Charlie MacDonald"," A"," 175"," Right"
1678," Sam Sodje"," D"," 182"," Right"
1679," Jude Stirling"," D"," 188"," Right"
1680," John Grant"," A"," 183"," Right"
1681," Sam Ricketts"," D"," 185"," Right"
1682," Terry McFlynn"," M"," 177"," Right"
1683," Alexei Eremenko"," M"," 183"," Right"
1684," Juho Mäkelä"," A"," 190"," Right"
1685," Roni Porokara"," A"," 184"," Right"
1686," Chris Sørensen"," D"," 186"," Left"
1687," Frank Hansen"," D"," 175"," Right"
1688," Andy Procter"," M"," 188"," Right"
1689," Nikki Bull"," GK"," 188"," Right"
1690," Aaron McLean"," A"," 171"," Right"
1691," Simon King"," D"," 183"," Left"
1692," Ben Strevens"," A"," 185"," Right"
1693," Matt Duke"," GK"," 196"," Right"
1694," Wayne Brown"," GK"," 185"," Right"
1695," Ben Davies"," A"," 170"," Right"
1696," Danny Collins"," D"," 183"," Left"
1697," Kevin McIntyre"," M"," 183"," Left"
1698," James Coppinger"," A"," 170"," Right"
1699," Ryan Green"," D"," 173"," Right"
1700," Paul Parry"," M"," 180"," Left"
1701," Ben Smith"," M"," 180"," Right"
1702," Akpo Sodje"," A"," 188"," Right"
1703," Jim Bentley"," D"," 185"," Right"
1704," Garry Thompson"," M"," 178"," Right"
1705," Steven Davis"," M"," 173"," Right"
1706," Kris Stadsgaard"," D"," 185"," Right"
1707," Jonas Troest"," D"," 185"," Right"
1708," Martin Vingaard"," M"," 180"," Right"
1709," Kolja Afriyie"," D"," 188"," Right"
1710," Kim Christensen"," GK"," 185"," Right"
1711," Anders Due"," M"," 177"," Left"
1712," Kenneth Fabricius"," A"," 182"," Right"
1713," Rajko Lekić"," A"," 185"," Right"
1714," Christopher Poulsen"," D"," 184"," Left"
1715," Peter Utaka"," A"," 177"," Right"
1716," Joeri Vastmans"," D"," 168"," Left"
1717," Anthony Portier"," D"," 183"," Right"
1718," Wouter Biebauw"," GK"," 188"," Right"
1719," David Vandenbroeck"," D"," 188"," Right"
1720," Stijn Minne"," D"," 171"," Right"
1721," Rune Pedersen"," GK"," 188"," Right"
1722," Daniel Agger"," D"," 191"," Left"
1723," Mads Junker"," A"," 186"," Right"
1724," Henrik Kildentoft"," D"," 183"," Right"
1725," Simon Poulsen"," D"," 184"," Left"
1726," Wolfgang Klapf"," D"," 180"," Left"
1727," Marko Stanković"," M"," 177"," Right"
1728," Dominique Taboga"," D"," 187"," Right"
1729," Andreas Hölzl"," M"," 178"," Right"
1730," Florian Mader"," M"," 180"," Left"
1731," Hans-Peter Berger"," GK"," 179"," Right"
1732," Enrico Kern"," A"," 189"," Right"
1733," Jürgen Patocka"," D"," 192"," Left"
1734," Ramazan Özcan"," GK"," 187"," Right"
1735," Manuel Ortlechner"," D"," 186"," Left"
1736," Franz Schiemer"," M"," 185"," Right"
1737," Ibrahima Sidibé"," A"," 193"," Left"
1738," Koen Persoons"," M"," 179"," Right"
1739," Kevin Geudens"," M"," 185"," Left"
1740," Mickaël Ménétrier"," GK"," 190"," Right"
1741," Braulio Luna"," M"," 182"," Left"
1742," Kelvin Davis"," GK"," 185"," Right"
1743," Tom Newey"," D"," 180"," Left"
1744," Gabriel Zakuani"," D"," 185"," Right"
1745," Brian Saah"," D"," 191"," Right"
1746," David Bird"," M"," 173"," Right"
1747," Kayode Odejayi"," A"," 191"," Right"
1748," Andy Gallinagh"," D"," 177"," Right"
1749," John White"," D"," 183"," Right"
1750," George Elokobi"," D"," 175"," Left"
1751," Scott Bevan"," GK"," 198"," Right"
1752," Ben Harding"," M"," 185"," Left"
1753," Jason Puncheon"," A"," 173"," Left"
1754," Dale Tonge"," D"," 178"," Right"
1755," Nicky Wroe"," M"," 180"," Right"
1756," Scott Flinders"," GK"," 193"," Right"
1757," Bradley Johnson"," M"," 178"," Left"
1758," Gaël Clichy"," D"," 176"," Left"
1759," David Bentley"," M"," 175"," Right"
1760," Alexander Tettey"," M"," 180"," Right"
1761," Alexander Mathisen"," A"," 182"," Right"
1762," Dylan Macallister"," A"," 191"," Right"
1763," Robert Koren"," M"," 175"," Right"
1764," Shane Stefanutto"," D"," 177"," Left"
1765," Tomasz Sokolowski"," M"," 184"," Right"
1766," Olivier Occèan"," A"," 185"," Right"
1767," Karim Essediri"," M"," 185"," Right"
1768," Péter Kovács"," A"," 198"," Right"
1769," Jonathan Douglas"," M"," 180"," Right"
1770," Paul Reid"," D"," 188"," Right"
1771," Jacob Burns"," M"," 176"," Left"
1772," Liam Chilvers"," D"," 185"," Left"
1773," Dimitrios Konstantopoulos"," GK"," 193"," Left"
1774," Steven Thomson"," M"," 173"," Right"
1775," Jamie Cureton"," A"," 173"," Right"
1776," Sean O'Hanlon"," D"," 185"," Right"
1777," Calvin Zola"," A"," 191"," Right"
1778," Ricardo Vaz Tê"," A"," 188"," Right"
1779," Liam Rosenior"," D"," 178"," Right"
1780," Danny Pugh"," M"," 183"," Left"
1781," Darren Ward"," D"," 191"," Left"
1782," Piqué"," D"," 192"," Right"
1783," Michael Doyle"," M"," 178"," Left"
1784," Bradley Orr"," D"," 183"," Right"
1785," Mike Williamson"," D"," 192"," Right"
1786," Martin Woods"," M"," 175"," Left"
1787," Paul Keegan"," M"," 180"," Right"
1788," Aaron Lennon"," M"," 165"," Right"
1789," Peter Leven"," M"," 180"," Left"
1790," David Hunt"," M"," 180"," Right"
1791," Eddie Johnson"," A"," 178"," Right"
1792," Rodrigo Alvim"," D"," 182"," Left"
1793," Quirino"," A"," 181"," Right"
1794," Leonardo Silva"," D"," 192"," Right"
1795," Diego Souza"," M"," 186"," Right"
1796," Bobô"," A"," 186"," Right"
1797," Rosinei"," M"," 170"," Right"
1798," Marquinhos"," M"," 183"," Right"
1799," Danilo"," M"," 186"," Left"
1800," Edcarlos"," D"," 185"," Right"
1801," Ibson"," M"," 178"," Right"
1802," Henrique"," D"," 189"," Right"
1803," Roger"," M"," 189"," Left"
1804," Jussiê"," M"," 181"," Right"
1805," Alex"," M"," 175"," Left"
1806," Rafael Sóbis"," A"," 172"," Right"
1807," Felipe Saad"," D"," 187"," Left"
1808," Johnnie Jackson"," M"," 185"," Left"
1809," Mark Yeates"," M"," 175"," Right"
1810," Mark Noble"," M"," 180"," Right"
1811," Chris Cohen"," M"," 178"," Left"
1812," Chad Marshall"," D"," 191"," Right"
1813," Chris Wingert"," D"," 180"," Right"
1814," Troy Perkins"," GK"," 188"," Right"
1815," Clarence Goodson"," D"," 193"," Right"
1816," Ramón Núñez"," M"," 169"," Right"
1817," Josh Gardner"," D"," 180"," Left"
1818," Ned Grabavoy"," M"," 170"," Left"
1819," Joseph Ngwenya"," A"," 185"," Right"
1820," Ryan Cochrane"," D"," 185"," Right"
1821," Steve Cronin"," GK"," 188"," Left"
1822," Jack Smith"," D"," 180"," Right"
1823," Ashley Young"," A"," 175"," Right"
1824," Hameur Bouazza"," A"," 180"," Left"
1825," José Sand"," A"," 183"," Right"
1826," Gabriel Pereyra"," M"," 175"," Right"
1827," Daniel Montenegro"," M"," 177"," Right"
1828," Rubens Sambueza"," M"," 174"," Left"
1829," Edgar Barreto"," M"," 182"," Right"
1830," Vincent Gragnic"," M"," 184"," Right"
1831," Darryl Flahavan"," GK"," 180"," Right"
1832," Grzegorz Wojtkowiak"," D"," 184"," Left"
1833," Mariusz Pawelec"," D"," 180"," Right"
1834," Lee Barnard"," A"," 178"," Right"
1835," Dean Marney"," M"," 183"," Right"
1836," Stephen Kelly"," D"," 184"," Right"
1837," Renato Civelli"," D"," 193"," Right"
1838," Per Ciljan Skjelbred"," M"," 175"," Right"
1839," Darío Cvitanich"," A"," 174"," Right"
1840," Rodrigo Palacio"," A"," 175"," Right"
1841," Jakub Wawrzyniak"," D"," 188"," Left"
1842," Gareth Stewart"," GK"," 183"," Right"
1843," Neil Alexander"," GK"," 185"," Right"
1844," Magnus Wolff Eikrem"," M"," 178"," Right"
1845," Juan Manuel Insaurralde"," D"," 188"," Left"
1846," Sergio Agüero"," A"," 175"," Right"
1847," Hernán Losada"," M"," 172"," Right"
1848," Stuart Nelson"," GK"," 185"," Right"
1849," Aleksander Ptak"," GK"," 186"," Right"
1850," Łukasz Sapela"," GK"," 186"," Left"
1851," Jacek Popek"," D"," 182"," Left"
1852," Łukasz Garguła"," M"," 177"," Right"
1853," Alejandro Faurlín"," M"," 185"," Left"
1854," Mauro Zárate"," A"," 176"," Right"
1855," Lee Sang Ho"," D"," 175"," Right"
1856," Ma Chul Joon"," D"," 180"," Right"
1857," Dariusz Łatka"," M"," 172"," Right"
1858," Paweł Sobolewski"," M"," 175"," Left"
1859," Nicolas Flegeau"," D"," 182"," Left"
1860," André-Pierre Gignac"," A"," 186"," Right"
1861," Virgile Reset"," M"," 176"," Right"
1862," Hilton"," D"," 182"," Right"
1863," Florent Ghisolfi"," M"," 175"," Right"
1864," Jonathan Téhoué"," A"," 183"," Right"
1865," Jean-Louis Leca"," GK"," 180"," Right"
1866," Matt Pickens"," GK"," 184"," Right"
1867," Adrian Cann"," D"," 190"," Right"
1868," William Hesmer"," GK"," 188"," Right"
1869," Khari Stephenson"," M"," 186"," Right"
1870," Yoann Gourcuff"," M"," 185"," Right"
1871," Arnold Mvuemba"," M"," 172"," Right"
1872," Cleyton"," M"," 175"," Right"
1873," Nikos Spyropoulos"," D"," 172"," Left"
1874," Del Olmo"," M"," 172"," Right"
1875," Michał Żewłakow"," D"," 182"," Right"
1876," Piti"," A"," 174"," Left"
1877," Àngel Rangel"," D"," 188"," Right"
1878," Benjamin Huggel"," M"," 190"," Right"
1879," Sergio Díaz"," D"," 194"," Left"
1880," Koikili"," D"," 168"," Left"
1881," Bernardo"," GK"," 185"," Right"
1882," Jorge Molina"," A"," 188"," Right"
1883," Nicola Ferrari"," A"," 183"," Right"
1884," Francesco Marianini"," M"," 185"," Right"
1885," Ciro Capuano"," D"," 185"," Left"
1886," Manuel Pasqual"," D"," 178"," Left"
1887," Gheorghe Bucur"," A"," 171"," Right"
1888," Dacian Varga"," M"," 173"," Left"
1889," Yuriy Zhirkov"," M"," 180"," Left"
1890," Rob Jones"," D"," 200"," Left"
1891," Craig Mackail-Smith"," A"," 178"," Right"
1892," Nicky Bailey"," M"," 178"," Right"
1893," Ludovic Giuly"," M"," 164"," Right"
1894," Luca Ariatti"," M"," 182"," Right"
1895," Vadim Demidov"," D"," 186"," Right"
1896," Rob Friend"," A"," 195"," Right"
1897," Vladimir Ivic"," M"," 191"," Right"
1898," Krzysztof Kotorowski"," GK"," 186"," Right"
1899," Nikola Mijailović"," D"," 185"," Left"
1900," Andy Griffin"," D"," 173"," Right"
1901," Matthew Taylor"," A"," 180"," Right"
1902," Kim Eun Jung"," A"," 185"," Right"
1903," Kim Chul Ho"," M"," 177"," Right"
1904," Shim Young Sung"," A"," 178"," Right"
1905," Kim Tae Su"," M"," 180"," Right"
1906," Kang Min Soo"," D"," 184"," Right"
1907," Hwang Jae Won"," D"," 186"," Right"
1908," Shin Hwa Yong"," GK"," 183"," Right"
1909," Han Tae You"," M"," 186"," Right"
1910," Lee Jung Yul"," D"," 183"," Right"
1911," Choi Jae Soo"," M"," 174"," Left"
1912," Lee Chung-Yong"," M"," 178"," Right"
1913," Hwang Sun Pil"," D"," 181"," Left"
1914," Bae Hyo Sung"," D"," 183"," Right"
1915," Lim You Hwan"," D"," 185"," Right"
1916," Lance Davids"," D"," 174"," Right"
1917," Marcel Schäfer"," D"," 184"," Left"
1918," Emil Jula"," A"," 192"," Left"
1919," Răzvan Cociş"," M"," 181"," Right"
1920," Dawid Plizga"," M"," 174"," Right"
1921," Danny Olsen"," M"," 186"," Right"
1922," Richard Stearman"," D"," 191"," Right"
1923," Sammy Clingan"," M"," 180"," Right"
1924," Carl Ikeme"," GK"," 188"," Right"
1925," Leon Clarke"," A"," 188"," Right"
1926," Keith Lowe"," D"," 188"," Right"
1927," Leon Jessen"," D"," 182"," Left"
1928," Gunnar Nielsen"," GK"," 193"," Right"
1929," Jonas Borring"," M"," 193"," Left"
1930," Peter Nymann"," M"," 179"," Right"
1931," William"," A"," 183"," Right"
1932," Kim Jin Ryong"," A"," 182"," Left"
1933," Lee Ho"," M"," 182"," Right"
1934," Song Han Bok"," M"," 183"," Right"
1935," Lee Jin Ho"," A"," 184"," Right"
1936," Lee Yo Han"," D"," 184"," Right"
1937," Bang Seung Hwan"," A"," 185"," Right"
1938," Jeon Jae Ho"," D"," 168"," Left"
1939," Kim Chi Woo"," M"," 175"," Left"
1940," Kim Dae Hwan"," GK"," 185"," Right"
1941," Paweł Nowak"," M"," 173"," Left"
1942," Piotr Celeban"," D"," 181"," Right"
1943," Michał Łabędzki"," D"," 184"," Left"
1944," Łukasz Trałka"," M"," 186"," Right"
1945," Przemysław Kaźmierczak"," M"," 191"," Left"
1946," Aloys Bertrand Nong"," A"," 179"," Right"
1947," Steven De Petter"," M"," 181"," Left"
1948," Darren Ambrose"," M"," 183"," Right"
1949," Tony Caig"," GK"," 181"," Right"
1950," Henrik Toft"," A"," 196"," Right"
1951," Llorente"," A"," 184"," Right"
1952," Christian Gratzei"," GK"," 186"," Right"
1953," Mitja Mörec"," D"," 184"," Right"
1954," Ronald Gercaliu"," D"," 181"," Left"
1955," Johannes Ertl"," M"," 188"," Right"
1956," Luis Amaranto Perea"," D"," 180"," Right"
1957," Leonardo González"," D"," 186"," Left"
1958," Michael Umaña"," D"," 180"," Right"
1959," Álvaro Saborío"," A"," 183"," Right"
1960," Kenny Van Hoevelen"," D"," 184"," Right"
1961," Mark Volders"," GK"," 189"," Left"
1962," Lolo"," M"," 182"," Right"
1963," Kepa"," A"," 185"," Right"
1964," Sergio Ramos"," D"," 183"," Right"
1965," Pablo Ruiz"," D"," 186"," Right"
1966," Bartosz Białkowski"," GK"," 193"," Right"
1967," Craig Samson"," GK"," 188"," Right"
1968," Chris Smith"," GK"," 188"," Left"
1969," Stephen McManus"," D"," 188"," Left"
1970," Aiden McGeady"," M"," 180"," Right"
1971," Stephen Henderson"," GK"," 193"," Right"
1972," Michael Bradley"," M"," 186"," Right"
1973," Jeff Parke"," D"," 185"," Right"
1974," Clint Dempsey"," M"," 185"," Right"
1975," Andy Dorman"," M"," 183"," Right"
1976," John O'Flynn"," A"," 180"," Right"
1977," Márton Fülöp"," GK"," 198"," Right"
1978," Anthony Pulis"," M"," 178"," Left"
1979," Shaun Cooper"," D"," 178"," Right"
1980," Lewis Buxton"," D"," 185"," Right"
1981," Orlandi"," M"," 180"," Left"
1982," Casto"," GK"," 182"," Right"
