rowNumber,Location0814,Description0868,trade1645,file_name,Messages0801,Name0846,Accessories0378,0029,started0628,For0031,Price0855,FT0613
0,"Rockmart, Ga.",,2015,B18B212453B188F75DE0CF94E8617B02FD856A1E02CD8ABBCD76C3AF29BC4298.html,"1,266",Chiappa .22lr Upper and Mag,Accessories,Chiappa .22lr Upper and Mag,davidmu39,North West GA,$75.00,Chiappa .22lr Upper and Mag
0,OTP/WEST,,2015,B2A74F9CD12E88903EA1AFD487641668AE98814ADA47C651EE15E5C7E529F1D5.html,"1,265",,Handguns,,Ceman,,,
0,"Rome, GA",For sale a Glock 27 magazine holds nine rounds. Used one time at the range.     will ship for $24 using paypal,2015,B30ADA9114F86BFB9BA6A10812EEB8BDC698B7DA82F9F4FFBAFDC96C9D248AB3.html,"5,267",Glock 27 Magazine,Accessories,Glock 27 Magazine,JHW,North West GA,20,Glock 27 Magazine
0,"Acworth, GA",,2015,B41CECF775EE894419F36C9813A6659FBBE95641674B0A5513E4E0CC2A627980.html,323,BNIB Ruger SR1911 Talo Night Watchmen Edition and Custom OWB Holster,Handguns,BNIB Ruger SR1911 Talo Night Watchmen Edition and Custom OWB Holster,jacobcoley,North West GA,820,BNIB Ruger SR1911 Talo Night Watchmen Edition and Custom OWB Holster
0,Mariett,,2015,B45B19D15BAFE02022FEC0F659997A692133D8E5518F1741C1D22352F40BD195.html,147,factory psa handguard,Accessories,factory psa handguard,Justin P.,Metro Atlant,$10,factory psa handguard
0,Paulding County,"Looking to trade the Beretta bags, Wilson Combat .45 compact/Officer 7rd, (1) ProMag 8 rds, NC Star MAR4L Quadrail Handguard, 1 Accushot Universal Picatinny/weaver rings new    1: Beretta range bag  $60  2: Beretta 92/96 hardcase  $15  3: Wilson combat .45 comact/Officer 7rd  $20  4: Promag 8 rds  $10  5: NC Star MAR4L (round)  $30  6: 1 Accushot Universal Picatinny/weaver rings new  $10",2015,BAC3FFFDD95CBB1EBF4F9234A4821E441EC90C776D2D30020A5C7DCFAD1A4660.html,671,,Accessories,,SemperFi,,,
0,United States,I have a used SGM Tactical stock for non converted models of the Saiga 20 or 12 guage shotgun. I am asking $40.00. The handguard has been sold.,2015,C1235E8A3945B2DA45AD0C592DAC7F31539C5F5443FDA0CC6E65F6E04A048610.html,507,,Accessories,,flybiwire,,,
0,Ft benning 32905,Century arms.   Custom flash hides/muzzle brake  Lower reciever re-blued  4 mags   20rds target  8 rds hunting,2015,C1A0FF06842BC8AA8E7D67EBCAA0B8218950CB83D8382ADFBD4F3A05EC7A8F26.html,60,,Rifles,,James_woods,,,
0,Mariett,I have a nice lightly use galco holster for sig sauer p226s. It might fit other handguns as well. Super cheap $10 or trade for a box on 9mm ammo,2015,C94ABE4624EAB671690CF99C0CFCC1376D2209054D413E6AD4F76B95479F4436.html,205,Galco hoslter super chea,Accessories,Galco hoslter super chea,Andrew25,Metro Atlant,10,Galco hoslter super chea
0,Georgia- The Good Ol Southern USA,"RARE Pivoting Grip Pod             They were imported from Israel  Only a few hundred sold before being sent back by Customs. These were never supposed to be exported to the USA.        Made from high-density polymer, offers a comfortable and secure grasp with its 4 finger grooves. Pushbutton instantaneously releases the bipod. The bipod legs are reinforced with a 1.2mm steel insert for extra strength and are serrated for improved gripping.         The Pivoting Pod Grip has all the features of the Pod Grip, plus it can pivot 60-degrees off center in both directions for a total of 120-degrees and the legs auto-center for immediate repositioning of the weapon. It also cants 30 degrees on the vertical axis for use on uneven surfaces.         Securely attach to any Picatinny rail with a spring loaded clamping mechanism that tightens with a thumbnut.             NO PAYPAL or CC        USPS $$$ ORDER ONLY for FASTEST TURNAROUND          David@ 21st Century Weapons        FFL/SOT Since 1998",2015,CC1EB061C22C8A5833FDBADE3A459EBF81275DE30F051AA27681ADCF90723F2C.html,"5,679",,Dealer Listings - Firearms  Accessories,,Nfa Arms Dealer,,,
0,north georgi,Smith  Wesson 5943 DAO 9mm with (2) 15rd mags and bulldog holster. Light weight and slim double stack. $385.00,2015,D3C046CA258A74069C7B99BEF92330D0BF3DCCE5DC64C06DD5CDA40C3FFEA67B.html,202,,Handguns,Smith  Wesson 5943,JohnR,North West GA,385.00,Smith  Wesson 5943
0,NE GA,"Hate to let her go, but I have never fired it and its just sitting in a dark safe. Here is the exact description when I bought it. Smith  Wesson Model 28-2 .357 Highway Patrolman thats been improved over factory. This revolver wears the 4  pinned  barrel and has the  recessed (counter-bored) chambers. This revolver received an action job by Teddy Jacobson (Actions by T) and is marked with his logo on the right side of the frame. Jacobsons crane ball lock has also been installed to help keep things tight and the trigger face has been smoothed. Overall condition is excellent with about 97-98% finish remaining. There are a few minor handling marks and the usual cylinder turn line, but no rust or any pitting. The custom grips are reminiscent of the old SW diamond Magnas, but the are actually ebony wood and there is a grip adapter installed for a vintage look and improved purchase. Over 450.00 in custom work. The mechanics are in good working order and both timing and lock-up are excellent. The bore is likewise in excellent shape with bright/sharp rifling, this Smith was manufactured in about 1971. Meet in Loganville, Grayson, Monroe, Walnut Grove or Covington. Trades, maybe....colt 1911, other smith and Wessons. HERE THE LINK to TEDDYs website:       http://www.actionsbyt.com",2015,D75E3F7B1DC5A8DB44CA38423F121F9953A28E42D55D11377FF3F0FC43B20D59.html,318,,Revolvers,,WarrantMafi,,,
0,"Dallas, G",Up for Trade is a Romanian Draco Pistol in 7.62x39.  Looking to Trade for a AK Rifle in 7.62x39 with wood stock on it.  Need to be 18 to get this from me and be a GA Resident with Proof by GA DL or GWCL.  PM is best Contact.  Might consider other things.,2015,D81F3199232081298D479B0F0B6AFA223BEB687AF5C3C9BF5DDC01B6379C8D90.html,"2,987",,Handguns,,will4me,,,
0,"Coweta County,G","LNIB SW Shield 9mm (w/Safety) maybe 50 rounds down range, night sights (less then 6 months old)    Comes with:    Box  docs  2- 8rd mags  1-7rd mag  1-Pearce pinky extender  1-Fobus paddle holster     $425 picked-up in Newnan",2015,D89A13B0BFF03ADCA7ED99B06471A7E82F673F1DB4C7A9A624E139B9CA47F095.html,"6,573",,Handguns,,SafeCrack,,,
0,"Kennesaw, GA 30152","Mossberg 930 JM Series Tactical Shotgun 8+1    This model is 12ga, has the 22 barrel, and is in very nice condition, I have the box, docs and it comes with 3 chokes.    It does have a couple of small marks on the barrel where the previous owner put a light mount, I have included a close up of the marks.    Im not looking for any trades at this time.    Thanks for looking.",2015,D9D8D564D3D915E902F5D0AF74F8F5CB491AE72B5F7D364ACF6FC61C3D41CE49.html,346,,Shotguns,,brenso1,,,
0,jefferson,"New in box, never shot or put together. These rifles are guaranteed one inch at 100 yds. They have adjustable trigger which is easy to adj, just take the bolt out and use a allen to adj.",2015,DBADFD11F6786DE62E6BF29BE5A1DA49AE20BD58B1A17CA000E3DB38BF44F5AD.html,"2,824",,Rifles,,benjamin,,,
0,atant,"Excellent condition glock 26 gen 3 FDE. Less than 100 rounds through it. Build in 2014. 2 mags one with Vickers FDE baseplate one with pearce pinky extention baseplate. I put glock factory night sights on it that I had laying around, the finish on the sights are worn pretty bad from a bad install but they function fine and are still brite.",2015,DD3C8A9E1AB1D3862DF04FE29D0F82DA03C847EB7D3182CDB02290C0AD93EBFE.html,147,Glock 26 gen 3 FDE,Handguns,Glock 26 gen 3 FDE,turko,Metro Atlant,,Glock 26 gen 3 FDE
0,jefferson,"These are very nice vintage 1100s with poly chokes, these are real nice, you can take your pick local pick up as there are four of them, all are ribbed with poly chokes. Only two now.",2015,DF8AF8EA1F4D7840A5224F3333164614E43B0143E39204D92F5D98F52EE36CBC.html,"2,798",,Shotguns,,benjamin,,,
0,Gainesville/Tucker/Monticello,,2015,F02B9858925DDA83944E1AED7E848B88E154EF710351F5947EAE6FDEB5CC11AB.html,338,Kimber TLE/TL II,Handguns,FS/FT Kimber TLE/RL II,biggus,Metro Atlant,$750 firm,Kimber TLE/RL II
0,East Cobb Sno,,2015,F10789FDA2DDAB15926EA0C464DB2CE27E934413702CCF3CF9AA9E0810DF8A11.html,"5,231",,Rifles,,sublimebeer,,,
0,NE ~ Gwinnett,"Caliber: 9mm  Capacity: 1~6 rd  Operation: Trigger cocking DAO; lock breech; Browning - type recoil lug; passive striker block; no  Barrel: 3.0, conventional rifling; 1 - 10 right-hand twist  Length O/A: 5.42  Height: 4.0  Slide Width: .90  Weight: Pistol 14 ounces, Magazine 1.9 ounces  Grips: Textured polymer  Sights: Drift adjustable, white bar-dot combat sights  Finish: Black polymer frame, matte stainless steel slide  Magazine: 1 - 6 rd flush OR 1 - 7 rd extended  Box, Docs  Lock",2015,F3D865CC96B8CE45FF0E4977BF9426A74C933B1C106921D408BCA4F049088572.html,"1,395",,Handguns,,gunslinger069,,,
0,"Stone Mountain, G",CENTURY C93 RIFLE WITH ONE MAG STRAIGHT FROM DISTRIBUTOR,2015,F51A1A225260BDC63C3A728E578F0170775478E9CF6706222BF10F0A931E67E0.html,90,,Dealer Listings - Firearms  Accessories,,Stone Mountain Gun Pawn,,,
0,30501,"Ive got an unfired SPR built upper for sale. All items are practically new so price is firm. I just built it and then just decided to go a different route. Parts list as follows:    Spikes flat top upper receiver ($80)  FN 18 1/7 twist CHF barrel (rifle gas) ($375)  15 Troy M-lok Rail ($200)  Aac 5.56 Blackout flash hider ($90)    No bcg or charging handle included.  Patrial trades are welcomed, but mainly looking for cash. Thanks for looking.",2015,F8EB13FF6C9F342A6A56189C0F9635C765C209E612B7D8266BF7BEA380DA8ACA.html,107,5.56 custom built upper  Prs Stock,Accessories,5.56 custom built upper  Prs Stock,Sigweld17,North East GA,650 upper w/ no bcg or ch,5.56 custom built upper  Prs Stock
0,Atlant,"I have a used TC Venture for sale. It looks and works fine. I have shot less than 100 rounds through it. I bought it in 2011 for deer hunting and inherited another rifle, so I just want cash. The scope is NOT included. Contact me for more pictures. Call/text Reece at 334-603-1842.",2015,FC6A200D94324AC23AEE687EF4DAB3BA59E4CEB70ED822B5C3A78A8F4CEBAD59.html,21,,Rifles,,Reecep14,,,
0,Fitzgerald,"Brand new, never fired, in the box with all the extras, Kel-Tec SU-2000 in .40 cal. This one accepts Glock 22 mags, comes with one mag. It has the sling attached and a grip sleeve. These are real neat as the fold up into a very compact package for a GET  GO bag. Pair it with a Glock 22, takes the same mags and ammo but allows for more range and steadier shooting platform. I live in Fitzgerald. Trades will be listened to but I am trying to cut back on my addiction.",2015,FD7B6CEE70A94834439EC2ABECE3FACD1B5815E059EC741313172CFFCF9B6C22.html,"1,541","Kel-Tec SU-2000 Carbine, NIB",Rifles,"Kel-Tec SU-2000 Carbine, NIB",parolebear,Central GA,500,"Kel-Tec SU-2000 Carbine, NIB"
0,Rockmart GA,1947 I believe. Gun is in good condition with some surface rust. Serial number starts 141xxx.,2015,FE81276656EAA19ED8F97A675449108AD14A23FEB77BF1CD53C07D7D4D1F8672.html,202,Winchester model 94 1947,Rifles,Winchester model 94 1947,CRMolock,West GA,$650,Winchester model 94 1947
