rowNumber,0006,Location0408,US0756,On0398,Price0373,No0426,file_name,In0403,Favorite0538,post0299
0,For Sale: New RUGER IMPACT AIR RIFLE W/ REAL WOOD STOCK,"East, Jackson, Mississippi",2015,"Friday, November 20, 2015",100,Manufacturer:    Ruger    Action:    Single Shot    Firearm Type:    Rifle,8743924BB0446EE1AD30B91B91785BFD601F79BB8AF4E8A23622D98A427347A6.html,Rifles,"This a new pellet rifle, Its had less than 10 pellets through it. Here's the specs.   22 cal. 1000fps break barrel single shot with real wood stock and rubber butt pad, fiber optic adjustable sights plus steel picatinny rail with 4x32 scope, 2 stage adjustable trigger and built in noise dampener at the end of the barrel. Its a beautiful rifle, it would make an excellent Christmas present for youth or adult. If I cant find a buyer I'll just keep it, I'm just selling to get a little christmas money. Everything is just as if you were purchasing it from a retail store-all the box, manuals, everything. I paid $140. Asking $100 Obo",4796800
0,For Sale: Smith  Wesson .357 Magnum - Model 27-2 - 6 barrel,"NWA, Fayetteville, Arkansas",2015,"Tuesday, November 17, 2015",600,Manufacturer:    Smith  Wesson    Caliber:    357 Magnum    Firearm Type:    Revolver,87F57E07CD9F0E56C5F7B1EFFCBEB7D8588F33742C7E08ADD98ADFC44770161E.html,Handguns,Gun has seen some use and has some surface rust along the top on the bluing from it's previous owner leaving it boxed for YEARS. Shoots just as it should. Asking $600 or best offer,4868479
0,For Sale: Nighthawk Custom T3 4.251911 45 ACP Free Shipping,"Abilene, Abilene, Texas",2015,"Tuesday, November 17, 2015","1,340",Manufacturer:    Nighthawk Custom    Caliber:    45 ACP    Firearm Type:    Pistol,8913592BD41E4FE827C129C2C79FABDBC92B994938481ECAB3E4D36462F193A5.html,Handguns,"NIB Nighthawk Custom T3. This is the Ultimate Concealed Carry Pistol: Nighthawk designed this little pistol to allow users to pack the powerful 45acp in a small package. A 4.25"" bushing barrel allows field strip anywhere, and keeps the weight down when compared to pistols of comparable size with tapered cone barrels.",4867335
0,For Sale: New XLP Adams Arms Piston Kit w/Upgraded Complete VDI Low Mass BCG,"St. Peters, St. Louis, Missouri",2015,"Sunday, November 22, 2015",350,,8CA7CF1636D609B67939BC87A383EAE3D34E8D04843AA5B8A4F4858BC80273C7.html,Gun Parts,"LNIB AA Piston kit with upgraded complete Voodoo Innovations low mass BCG. I put this on a Short Barrel Rifle and shot a 20 round box of Gemtech 300BLK 187 Subs with it and then traded the upper minus the piston kit to a friend. It comes with the complete AA kit plus the full BCG and a pistol length drive rod, the ID of the gas block is .750""    This design of this piston system is just incredible, especially when shot suppressed. It has 5 different gas settings for numerous applications (ie, subsonic) and is unique in that it can fit under most handguards that use a standard barrel nut, instead of having the block poking up in front of the handguard and disrupting the profile. It also is legitimately self-cleaning, and designed to shoot around 10,000 rounds before requiring to be cleaned. These kits are for a mid-length setup, but pistol, carbine and rifle length drive rods can be purchased separately from Adams Arms to fit whatever length is required.    These run between $360-$380 + s/h + tax depending on where you buy them and that's without the VDI Lifecoat complete bolt that I have. The complete Lifecoat VDI bolts are between $55-$80 before shipping and or taxes.     Here is the description from AA's website:     This system will work with .223/5.56 x 45 mm NATO and 300BLK    Kit includes:    Patented One-Piece Low Mass Bolt Carrier  XLP Multi-Adjustable Low Profile Gas Block  Gas Plug  Bushing Installation Rod  Bolt Spring  Drive Rod with Bushing and Spring  Installation DVD  The Adams Arms Piston System:    A short stroke free floating piston system.  Is Self-Cleaning.  Carbon and gases are expelled forward, away from operator.  Corrosive resistant coating processes.  Harmonics are not transferred into the barrel.  Adjustable gas settings for various applications.  Doesn't vent directly to atmospheric pressure; this eliminates flash signature and super sonic crack which is optimal for night vision and suppresses fire.    I am willing to ships a well, add $25 for shipping within the lower 48. I also have more pictures if needed as well as the original foam box and packaging.",4881896
0,For Sale/Trade: I.O Hellcat .380,"Plum, Pittsburgh, Pennsylvania",2015,"Monday, November 16, 2015",225,Manufacturer:    Kel-Tec    Caliber:    380 ACP    Action:    Double Action    Firearm Type:    Pistol,901B375055AF74B117DC82040F233DCEBB899A56755C89334A8FFE1E46B0B51E.html,Handguns,"An I.O Hellcat .380. It is models after the keltec P3AT. Includes firearm, 2 mags, extra spring, pocket holster, manual and original box. There was an issue with the extractor, which most of the gen1 models have. I have upgraded the extractor and have not had any issues with it since then. I have put over 400 rounds through the gun with the new extractor and have not had any issues with it. I haven't used it much since I bought my 9MM. I am looking to sell for $225 OBO or trade for a .22 LR semi-auto (non-tube fed). I can meet anywhere with in reason to get the gun transferred. Let me know what you have worst I can say is no.    Here is a link of a review of the gun, compared to other pocket pistols.  https://youtu.be/0K6vKL0mmXQ",4865419
0,For Sale: Custom Remington 700 .300 Win Mag in an Accuracy International Chassis,"North, Clarksville, Tennessee",2015,"Wednesday, November 18, 2015","4,850",Manufacturer:    Remington    Caliber:    300 Winchester Magnum    Action:    Bolt Action    Firearm Type:    Rifle,90B408FB50C739BE3E1A375C350B5BD5EAB48F13DE79714C8DEDC6FDE98CAF59.html,Rifles,"Up for sale is a custom Remington 700 .300 Win Mag in an Accuracy International Chassis built by Predator Custom Shop. This rifle has a fully blue printed and trued action with an oversize recoil lug, oversized tactical bolt knob, bolt is equipped with a Sako Extractor, a custom trigger set to a crisp 3lbs, and two detachable 5 round magazines. This rifle has a 26 inch Kreiger bull barell with a number 7 contour and a muzzle break. This rifle also has a custom Cera-Kote camo job on it. The e rifle is outfitted with a Leupold 6.5x20x50 Mark IV scope as well as Mark IV tactical scope rings and piatinny rail. Buyer will get everything described above and a brand new pelican rifle case to go with it. This rifle came from Predator Custom Shop with a 1/2 MOA gurantee, but with the right hand loaded ammo it is 1/4 MOA capable.",4871166
0,For Sale: 5.56 Aero Precision M4E1 Keymod 10.5 FDE Complete upper. KILLER DEAL!,"Dickson, Nashville, Tennessee",2015,"Sunday, November 15, 2015",450,,91B89B2D26215921DF6D1E059A44F3CEE9729ECC8BB86D03067D4431ECCB9845.html,Gun Parts,"Unfired Aero Precision 10.5"" FDE upper.    Parts;  Aero Precision M4E1 upper receiver fde   Aero Precision M4E1 9"" keymod rail fde  Ares Armor reduced friction nitride bcg  Ares Armor 5.56 1:7 416R carbine nitride barrel  Aero charging handle  Aero gas block  Aero A2 flash hider  Aero carbine gas tube    $450 FTF near Dickson, TN   $475 shipped Priority insured.  $500 trade value  Cash, MO, Whatever works for ya.    Trade for;  Silver State 6.8 ammo",4862681
0,For Sale: 200 Rds 44 Magnum Winchester White Box,"Winston Salem, Winston Salem, North Carolina",2015,"Sunday, November 22, 2015",130,,94389702DC36D2128FD4D822D98CDB4231AC355612780B67105A5875230572F1.html,Ammo,240 Grain Jacketed Softpoint,4882842
0,For Sale: Polish Flare Pistol Excellent condition,"central Fort Walton, Okaloosa County, Florida",2015,"Thursday, November 19, 2015",175,,A21C7D094660145D9496CA4B02010014CAF2FF2FBC0FDDBC617E7882027FCACB.html,Antique Firearms,Excellent condition Polish steel-framed flare guns. Heavy duty flare pistol shows great craftsmanship and construction and use the 26.5 mm flares.  Gun only - no case. Won't last long. $175 cash only or best offer. Call 850-226-6735,4873564
0,For Sale: Taurus 24/7 G2C 9mm,"Spartanburg, Greenville, South Carolina",2015,"Saturday, November 14, 2015",350,Manufacturer:    Taurus    Caliber:    9mm Luger    Action:    Double / Single Action    Firearm Type:    Pistol,A528B91817F5149D574F569BC9BFEA43FBCEB8378153C39CB74DBBC93FAC5245.html,Handguns,"Very clean comes complete with speed loader,a 13 round mag,a 16 round mag, case, and lock.this gun is double and single action with a decocker and can go from compact to full size by changing magazines feel free to text 864-621-6842",4858890
0,For Sale: Wilson combat complete upper,"Dublin, Ohio, United States",2015,"Thursday, November 19, 2015","1,250",Manufacturer:    Wilson Combat    Caliber:    223/5.56 NATO,A77A6F520E0790D0D53F9C0520BD2754888E1C7605795E2B726FF1140DBF2918.html,Rifles,223 Wylde complete upper bolt and charging handle bought to build an AR changed my mind . It is like brand new comes with Wilson combat case heavy fluted barrel stainless.  Super sniper 20 inch barrel 1-8 twist.,4874902
0,For Sale: NIB RUG Mini Thirty Tactical 7.62x39mm 16.125 Inch Barrel Blue Finish Black Synthetic Stock Ghost Ring Rear Sight 20 Round,"Mentor, Cleveland, Ohio",2015,"Thursday, November 19, 2015",669,Manufacturer:    Ruger    Caliber:    7.62x39    Action:    Semi-automatic    Firearm Type:    Rifle,A7FE6622209F705AED6536D545B44957C49819904174DBA07AE96FD18E87164D.html,Rifles,"Mini Thirty Tactical Rifle Features a blued 16.125 inch barrel with flash suppressor and black synthetic stock. Adjustable ghost ring aperture rear sight and protected, non-glare post front sight. Scope base is machined directly inly the receiver and can never shoot loose. A set of Ruger scope rings is included. Side ejection of cartridge. Patented recoil buffer. Ships with one 20-round magazine.",4697041
0,For Sale: HK45C,"South Shore, Massachusetts, United States",2015,"Saturday, November 14, 2015",900,Manufacturer:    Heckler  Koch    Caliber:    9mm Luger    Action:    Double / Single Action    Firearm Type:    Pistol,A9086284E13FB2793DCDFE47FBCC5B036654DAA668C35A0CBF45391DB01ADDB0.html,Handguns,Like new HK45C in case with Trijicon HD sights. 150 rounds through it. Awesome awesome gun!,4860736
0,For Sale: Multi Cam Uniforms,"Fullerton, Orange County, California",2015,"Monday, November 16, 2015",,,AA1FF5156B3FF1F414EF86B08E43601432EDF20D14BF70E6A94E4EE9AEDBA530.html,Miscellaneous,Two LARGE REGULAR sets NEW with tags. Also have one boney and two hats also new. Email me with questions and offers. Thanks,4864873
0,For Sale/Trade: 750.00,"Hugo, MN, Minneapolis / St. Paul, Minnesota",2015,"Wednesday, November 18, 2015",750,Manufacturer:    Ruger    Caliber:    44 Magnum    Action:    Double / Single Action    Firearm Type:    Revolver,AA6631D8FFEF857EE4D6E6CC6BBEBC09FE21A3E2526BEDDD2692B8F723D8731E.html,Handguns,Ruger Alaskan. This Ruger has only been shot around 25 twice. Comes with around 75 Hollow point rds. Price is 750. Comes with a holster and speed loader.,4872209
0,For Sale/Trade: 400,"Shawnee, Oklahoma City, Oklahoma",2015,"Thursday, November 19, 2015",400,Manufacturer:    Henry Repeating Arms    Caliber:    22 Long Rifle    Action:    Lever Action    Firearm Type:    Rifle,ADEFAD55CFE8265765F4668BFA8A1B0D7A2B1294BDFD35FEF87868B8044C99B5.html,Rifles,Brand new Henry lever action rifle shoots L\LR\S mind condition,4875259
0,For Sale: Winchester Pre 64 Model 70 .300 Winchester Mag,"Macon, Macon, Georgia",2015,"Tuesday, November 17, 2015","1,300",Manufacturer:    Winchester    Caliber:    300 Winchester Magnum    Action:    Bolt Action    Firearm Type:    Rifle,B0519A278EC2D6B5DCE42A66C96C2F16662010457EA3E6AA31F68A8FFEEC0E0F.html,Rifles,"Winchester Pre 64 Model 70 in extremely desirable .300 Winchester. I would rate this rifle at 99% because it as been fired just 10rds through it . This caliber is a tough one to get a hold of, let alone in this condition. On top of it all,",4867195
0,For Sale/Trade: Yugo m67 brass cases 7.62x39,"Fishers, Indianapolis, Indiana",2015,"Tuesday, November 17, 2015",9,,B5919B7B1B70A21DB44F280602A2563F0ACBAEC55BF3837E3E5EE93FAB1A070C.html,Ammo,"I have 800 rounds of yugo m67 brass cased 7.62x39 ""the good stuff"". Head stamp reads ""MK 1984"". Wanting $9 per box of 15.",4868984
0,Want To Buy: Stripped Lower,"North, Asheville, North Carolina",2015,"Friday, November 20, 2015",1,Caliber:    223/5.56 NATO    Action:    Semi-automatic    Firearm Type:    Rifle,B74096F6ABE90421697A767685C79A88C2F2DC346A6EE809AB4FAD4CBC89B9A3.html,Rifles,Anyone have one for sale? Forgot to order one with my build kit. Let me know what kind and what you want for it. I have cash or can trade .22 NIB or right deal. Thanks,4877660
0,For Trade: GLOCK 26 (G4) TAURUS PT92C Diamondback DB380 (G2) Bauer .25 acp. NAA .22Lr Derringer,"Pensacola, Pensacola, Florida",2015,"Friday, November 20, 2015",,Manufacturer:    Glock    Caliber:    9mm Luger    Action:    Striker Fire    Firearm Type:    Pistol,B9EAAE3A099D4DD3791F307C220FDA9061D33ED7583055E622AEB1ED7083C5E4.html,Handguns,Not wanting to sell . Just looking for interesting trades Gen4 Glock is like new in box with 3 mags 1 10 round 2 12 round with all paperwork an accessories that came new with it. Recenty ordered along with Gen 2 Diamonback DB380 like new in box. Both have holsters. Very rare Bauer .25 Acp. (baby browning) in great condition. .. Taurus pt92 C model which is very hard to find. In Great condition. North American Arms .22 Lr 5 shot derringer in Great condition. all kept in a safe and well maintained. Have fire arms of interest ? Text me a pic at 850 405 3330 Thankyou,4875778
0,For Trade: GP100 and 12 gauge pump for trade,"Pevely, St. Louis, Missouri",2015,"Wednesday, November 18, 2015",,Manufacturer:    Ruger    Caliber:    357 Magnum    Action:    Double / Single Action    Firearm Type:    Revolver,BAB5E83961D078DF5389766B027103349E224319ADE98641192B239EC9882CAF.html,Handguns,"I have a blued 4"" GP100 that I purchased about 8 months ago that I would like to trade for a 4"" or 6"" of the same revolver but in stainless or a Redhawk or a quality levergun. I could not find a stainless version at the time I was ready to buy so I went ahead and picked up a blued model. Well... This is the only firearm I own that is not stainless and I hunt and camp and hike and spend a lot of time out in the elements so I never bring this one out for fear of getting it all wet or scratching the finish. It has only had 50 rounds fired and still locks up tight and everything is as it should be. I also have the Weig-a-tinny no drill scope mount thats never been installed that I'll throw in with in it. Keep your box and accessories. I will include my brown leather Ruger branded holster.I'd also throw in a Maverick 88 12 gauge thats never been fired. This firearm is not for sale and no other offers will be considered. Dont waste your time or mine.",4784989
0,For Sale: Body Armor - Level 111A,"Covington, New Orleans, Louisiana",2015,"Sunday, November 22, 2015",350,,BC16FA16088DB4C6E51F2EFD2F2BDE22340F7560039F2DB5E0F2FD7FAD71160E.html,Tactical Gear,Level 111A Body Armor NIJ  2 ) XL  2 ) XXL    Never Worn    $350 each All four for: $1200.  985-503-0941,4881794
0,For Sale: 2 handguns for sale,"owensboro, Kentucky, United States",2015,"Thursday, November 19, 2015",1,Manufacturer:    Smith  Wesson    Caliber:    40 cal    Action:    Striker Fire    Firearm Type:    Pistol,BF44949826C4F5233C7EE9AC172792DD8FAE955EE84C9FFFDBC9811BBD505777.html,Handguns,"Ruger LCP good condition, extra mag, 2 holsters, original box/book etc. $350/obo  Smith and Wesson Shield .40, 4 mags, 2 holsters, original box/book etc. $475/obo  Both have had less than 200 rounds through them. always cleaned and kept in humidity controlled safe. Prices are negotiable and may trade up or down. Have ammo too depending on the deal. Looking for the following:  Smith and Wesson 500 4""  10mm glock  300 win mag  Stainless smith revolvers (.357 and larger)  AR in .223 or .308  other offers",4638090
0,For Sale: 17 mach 2 ammo,"reidsville, Greensboro, North Carolina",2015,"Friday, November 20, 2015",10,,C6286EEA7FE33AB417B7B37BC4400564ED8174C3276B269CEF0B2E1AFBED9546.html,Ammo,"i have 3 boxs of ammo hornady 17m2 10,00 ea",4877669
0,For Sale: Ruger SR-762,"alabama, Alabama, United States",2015,"Sunday, November 22, 2015","1,500",Manufacturer:    Ruger    Firearm Type:    Rifle,CCE4AB2B78A88092BEE136F79BFDC0715AC4A4882E5EC1E079B43AD7F29D6C71.html,Rifles,"Ruger SR-7.62 Weaver long range lighted reticle 8-32x50 scope,ar stoner one piece mount,VTG riser,scope Coat cover CMC Tactical 3.5 lb trigger. Fired less then 100 rounds.",4882902
0,For Sale: New Les Baer 1911 Custom Carry .45acp - SHIPS FREE,"Brookville, Dayton, Ohio",2015,"Tuesday, November 17, 2015","2,190",Manufacturer:    Les Baer    Caliber:    45 ACP    Action:    Single Action    Firearm Type:    Pistol,CD6DBD772335FA64373D8A7D396079ED9A9DA6024859D16628C17C0610F3CF13.html,Handguns,"Brand new Les Baer 1911 Custom Carry .45acp, Baer speed trigger with crisp 4 lb pull, Polished feed ramp and throated barrel. $2190  Click here to order",4868351
0,For Sale/Trade: Heavy Duty meat Grinder/sausage stuffer/jerky gun kit,"Ladinia, Phenix City, Alabama",2015,"Tuesday, November 17, 2015",100,,CE2053A68A356621173938941D378E9DB3E080E23AF44DE4371AB76E73563319.html,Miscellaneous,"Like new equipment. Heavy duty, powerful Weston Grinder with all attachments for grinding and stuffing sausage. Also a deluxe jerky gun kit with attachments. Retail on it all is around 250.00.  Ideal for making ground deer.  Complete with Realtree cover and zippered bag.",4867354
0,For Sale: Springfield 1911 A1 - Mil-Spec Package,"Benton, Little Rock, Arkansas",2015,"Saturday, November 14, 2015",575,Manufacturer:    Springfield    Caliber:    45 ACP    Action:    Single Action    Firearm Type:    Pistol,D0BDD7172BA3F97653AFA842079CE1A985557BA1B0551B5798DFB1EFB7C43F28.html,Handguns,"Springfield 1911 A1 - Mil-Spec Package includes:  Gun with Parkerized finish, 2 mags, extra set of grips, holster, and dual mag pouch.    Please call or text 501-707-8seven88",4860751
0,For Trade: German Sig p220 for AK47,"New Castle, Muncie, Indiana",2015,"Sunday, November 15, 2015",,Manufacturer:    Sig Sauer    Caliber:    45 ACP    Action:    Double / Single Action    Firearm Type:    Pistol,D18EB4AF1C03B73D33E1E9F6635B5FF2B728C8D9CD96F93932D657C14123E073.html,Handguns,German made Sig P220 .45. Great Condition ! I have 2 new holsters with it. Alien Gear IWB 2.0 and a Safariland paddle/belt holster. Has regular Sig grips and Hogue grips...both new. Also comes with 3 mags. Can add some ammo for the right deal but not cash. Thank you....please text if you will 7655207337.,4862776
0,For Sale: Bushmaster ACR Enhanced,"Southside, Indianapolis, Indiana",2015,"Thursday, November 19, 2015","16,000",Manufacturer:    Bushmaster    Caliber:    223/5.56 NATO    Action:    Semi-automatic    Firearm Type:    Rifle,D527A9F1B3CDEB664B30683BE69E6D0894629230040FE5CF2BE35DB567427FBD.html,Rifles,"Like new condition, only 120 rounds down range. Great gun.",4874531
0,For Sale: NEW GLOCK 42 380 PISTOL PRICED TOO LOW TO ADVERTISE,"Hamilton, Cincinnati, Ohio",2015,"Thursday, November 19, 2015",1,Manufacturer:    Glock    Caliber:    380 ACP    Action:    Striker Fire    Firearm Type:    Pistol,D5E262C1FFF71CF4F42EFC23BBFE7AC2E6CA8C0D2946EEAA27A2F18C0BF59DBD.html,Handguns,Priced to low to advertise. Call or email for price. New Glock 42 380. Comes with two mags and case.,4418820
0,For Sale/Trade: 555 round unopened box of .22LR,"Near UNCG, Greensboro, North Carolina",2015,"Friday, November 20, 2015",35,,D63B7133AC47AA310B6EDA278B7CF4FC0DA0AEE6C9C081A348F69A847B330D0D.html,Ammo,Don't need it anymore. Unopened box bought less than a month ago. Sold my rifle so no need. Winchester 36gr copper plated HP. 1280FPS,4877642
0,For Sale: Ruger Old Army | .45 Black Powder | Revolver | 4473 Required,"1400 W Battlefield Rd, Springfield, Missouri",2015,"Thursday, November 19, 2015",749,Manufacturer:    Ruger    Action:    Single Action    Firearm Type:    Revolver,D663D0A98C49E24701409D85B23DFA1153AC48F2FDF643030742D702B6014AF7.html,Handguns,The Ruger Old Army is in very good condition (used). The revolver is a single action .45 black powder. The 4473 is required. Only asking $749. Item(Store)#900026842,4874479
0,For Sale: Kahr pm9. reduced price,"north fresno, Fresno, California",2015,"Monday, November 23, 2015",,Manufacturer:    Kahr    Caliber:    9mm Luger    Action:    Striker Fire    Firearm Type:    Pistol,D7CD9AD67CFF0D9BE2AFDA1245FC195B9235CAD241B7056560032A41A4A091C0.html,Handguns,"Kahr PM9 9mm,almost new,50+ rds thru,talon rubber grips,4 mags.Flawless gun,great for C.C.W.. THIS IS A PM9,, NOT A CM9,Nice clean lines,rounded corners. price change..",4812528
0,"For Sale: Czech CZ 52 Tokarev 7.62x25,semi-auto, Excellent condition, very collectable","Broken Arrow / Tulsa, Tulsa, Oklahoma",2015,"Tuesday, November 17, 2015",330,Manufacturer:    CZ USA    Action:    Single Action    Firearm Type:    Pistol,D83629D0219E8F875AF245088FB31904063B2C04272DEEEFA2E6A55373D92282.html,Handguns,"CZ52 -GREAT EXAMPLE OF A GOOD COLLECTABLE GUN IN VERY GOOD COSMETIC AND MECHANICAL CONDITION.CLEAN BORE MANUFACTURED IN 1954. Semo-Auto Pistol. 7.62x25 Tokarev with holster, 2 magazines. Ammo is available here or online and in some gun stores. Very fast ammo. Most 7.62x25 runs around 1400-1500 FPS. These guns shoot great and are great piece of history.  $330  Specs: Manufacturer: CZ-USA Model: 52 Caliber: 7.62x25 Barrel Length: 4 inch Capacity: 7 Frame Finish: Parkerized Slide Finish: Parkerized Grips: Synthetic  call or text 918.344-1164",4775893
0,For Sale: REMINGTON MODEL 300 O/U,"port charlotte, South West Florida, Florida",2015,"Thursday, November 19, 2015","1,050",Manufacturer:    Remington    Caliber:    12 Gauge    Action:    Over and Under    Firearm Type:    Shotgun,DEBC5507CF952059844EEF49743FE063C2ADA6EC0D71F2C1978F84453820D001.html,Shotguns,"NEW IN THE BOX REM 300 IDEAL 3INCH CHAMBER . COMES WITH 5 CHOKE TUBES, THANK YOU FOR LOOKING",4873573
0,For Sale: *NEW* BUCK 110 FOLDING HUNTER KNIFE (50th ANNIVERSARY),"Portage, Valparaiso, Indiana",2015,"Sunday, November 15, 2015",25,,E1D5F237BC3299401C4BB9D91D7AD7CBB528AD639E0D129CB81E635A779F8959.html,Knives,I have a New in the package BUCK 110 (50th ANNIVERSARY) folding hunter Knife for sale. Comes with the black leather sheath. Would make a great Christmas gift. You can own this great knife for the low low price of $25.00. Email me if interested.    I also have some Hen and Rooster knives that I would like to sell if you are interested.,4862347
0,For Sale: Sig Sauer 1911 .45 C3,"Battlefield Mo, Springfield, Missouri",2015,"Monday, November 16, 2015",925,Manufacturer:    Sig Sauer    Caliber:    45 ACP    Action:    Single Action    Firearm Type:    Pistol,E41F264D0BCE7BF20580CB19F9C2EADAFC14FC19D15E0630F3F61D80BE21C841.html,Handguns,Sig Sauer 1911 .45 C3. Has two magazines 7+1. This hand gun is in excellent shape. I love shooting it. I've probably fired 200 rounds through it. Financial situation requires that I sell it.,4865292
0,For Trade: Kimber Tactical Ultra 2,"Colerain twp Cincinnati Ohio, Cincinnati, Ohio",2015,"Sunday, November 15, 2015",,Manufacturer:    Kimber    Caliber:    45 ACP    Action:    Single Action    Firearm Type:    Pistol,E9CFF62637790EA3F58DD866463D11DF5B69D456E35002CDF368B20300712352.html,Handguns,Kimber Tactical Ultra 2 45acp     Front strap and trigger guard checkering   Extended ambidextrous thumb safety's   Full length guide rod  Match grade barrel   Aluminum match grade trigger  Extended beveled mag well  Aluminum frame   Meprolight Tritium night sights  Small an lightweight enough for concealed carry  24 Oz unloaded  Comes with 2 mags and all the factory paperwork and case     Looking to trade for the following :    Colt Defender Lightweight 9mm  H P30sk   H USP Compact 9mm with night sights an extras  Sig Scorpion 1911  CZ Rami BD   CZ Scorpion Evo 3 preferably with armbrace   Beretta M9A3   Sig 1911s  Kimber 1911s  Just ask the worst I can say is no  These are just a few I'm looking for but will entertain other offers  Will listen to multi gun deals or gun plus cash deals as well    Please email me pics of any offers if poasible,4862499
0,For Sale/Trade: 200 Rds 40 SW Federal 180 FMJ Brass Ammunition $60,"Biloxi, MS, Gulfport / Biloxi, Mississippi",2015,"Wednesday, November 18, 2015",60,,EB6E2340CF7EDF353A2059AF7BA29505B14996D4902796A03D3D49252DF3C76E.html,Ammo,Selling 200 rounds of 40 SW 180 grain brass cased ammunition 180 grain FMJ. Looking for $65.,4767481
0,For Sale: Misc. Gun Stuff,"clearwater, Tampa/St. Pete, Florida",2015,"Tuesday, November 17, 2015",70,,F2096AA6781B47D36D210F87A81389642F5C92689BD6567BCF914CAFC028793C.html,Gun Parts,"3- Beretta 92 factory mags work great show signs of use $30 ALL  AR-15 Lot 2- grips, 1/2 forearm, bipod $15 ALL  870/1100 2 shot mag Ext. Choate brand ? but well made with handling marks tube ONLY $10  Gould & Goodrich Dbl. mag holder #27 for single stack mags 9mm/45 Glossy blk. leather $15",4867522
0,For Sale: Kahr CW40 3 magazines and case,"Nashville, Hendersonville, Gallatin, Nashville, Tennessee",2015,"Friday, November 20, 2015",400,Manufacturer:    Kahr    Caliber:    40 SW    Action:    Striker Fire    Firearm Type:    Pistol,F422FB275E2E62792ED96F4F33F76D6A039A71C0A338E5D23628272634820603.html,Handguns,LNIB Kahr CW40. Fired less than 100 rounds through it. Works as a great concealed carry or whatever other use you want.,4877629
0,For Sale: Kahr MK9 subcompact,"Sandfly, Savannah, Georgia",2015,"Thursday, November 19, 2015",550,Manufacturer:    Kahr    Firearm Type:    Pistol,F5D8D854E81D3122D76BE4D8BF14C29EB1BFD87E3E6DE3C9FB950305EAAABFF0.html,Handguns,"Selling a used Kahr Arms Limited Edition MK9 with Dou Tone finish. Comes with 2 magazines, no box.This MK9 features a matt stainless steel frame and an ordnance steel (4130 Crome Moly) slide plated with the exceptional Black-TA finish by Walter Birdsong. This limited edition run only consisted of 400 units with serial number LTD 001 thru LTD 400 (this gun is LTD 216). Black-TA ia a propritary black coating developed to aid lubricity as well at greatly increasing corrosion proerties of the base metal. It exceeds the ATSM (American Standard Materials) #177 specification for salt water corrosion resistance by more then 400%. It is the only permissable coating used on many componets on nuclear submarines and is he coating of choice by the elite FBI hostage rescue team",4875173
0,For Sale: RARE Colt Anaconda 4 inch 45 Colt with Box NR,"Jacksonville, Jacksonville, North Carolina",2015,"Tuesday, November 17, 2015","1,100",Manufacturer:    Colt    Caliber:    45 Colt    Firearm Type:    Revolver,F6DA5A35C4A2F6D04542C16E86A80B3442DC68FC4EB84F2634CC24F1B82CB9D3.html,Handguns,"Manufacturer: Colt  Model: Anaconda  Caliber: 45 long colt  Barrel Length: 4 inch  Capacity: 6  Frame Finish: Stainless  Grips: Rubber  Colt collector a rare 45 colt Anaconda revolver with the original factory box complete with And label this 4 inch classic colt is in great condition with minor wear in the light turn line on the cylinder the timing is perfect and the factory grips are mint very few anacondas ,Shipping is available",4869109
0,For Sale/Trade: Sig Sauer Stainless Carry 1911,"inman, Greenville, South Carolina",2015,"Saturday, November 14, 2015","1,000",Manufacturer:    Sig Sauer    Caliber:    45 ACP    Action:    Single Action    Firearm Type:    Pistol,F92DA0EDC5EE195A38CED8D0B8EF6C932AD23D197B640E3FC4842301E0957492.html,Handguns,LNIB. Trijicon night sights. Commander slide and frame. 4 inch barrel. Skeletonized hammer. Comes with original case and 2 mags. Model 1911TCO-45-SSS. MSRP is $1142    Please text 864-764-4483,4859130
0,For Sale/Trade: Brand new Drag Bags,"Biloxi, Gulfport / Biloxi, Mississippi",2015,"Sunday, November 15, 2015",75,,F94D5049A7B9628CDA12B47AA7656FF731AD6618FCEDF28D4A424DF9C931AF49.html,Tactical Gear,"2 brand new drag bags, never used, still have the tag on them. Made of 600 denier nylon, has back pack straps that are concealable, has 4 outside pockets, has padded internal divider, and can carry 2 guns up to 47"". Asking $75 each obo.",4863379
0,For Sale: Palmetto State Armory AR-15,"Seneca, Greenville, South Carolina",2015,"Wednesday, November 18, 2015","1,300",Manufacturer:    Palmetto State Armory    Caliber:    223/5.56 NATO    Action:    Semi-automatic    Firearm Type:    Rifle,FA46B2426789EF451CC094E795CCDEC8A3F31B12FEA07EC03751619AE7FAE951.html,Rifles,"I have a Palmetto State Armory AR-15. It's a sixteen inch barrel with a mid length gas system. It has a Midwest Industries free float hand guard, Magpul back up sights, and a Tru-Glo red dot sight. I'll include 2 polymer mags, 12 steel mags, 120 rounds of ammo, and a soft case. Selling to buy a small dual sport motorcycle for my wife, so that's the only thing I'd be interested in trading for and I could add some cash. Call or text. Text is preferred before 6pm. Contact Michael @ 864-two four seven-5131",4871014
